GATE_DS_SB: -1081.691,-330.3632,-1037.012,-357.5383,0,0
GATE_SU_DS: -1058.69,193.2522,-925.294,369.3591,1,0
GATE_DS_GW: 1542.309,-58.36299,1507.989,-237.5385,2,0
DS_S03: -1008.357,-411.8832,-989.6168,-470.7381,0,0
DS_B02: -837.2696,99.36446,-861.9141,210.7932,1,1
DS_A22: -609.2696,96.36446,-633.9141,210.7932,1,1
DS_A06: -451.2691,95.36446,-502.9141,209.7932,1,1
DS_A02: -282.2692,96.36446,-348.9141,204.7932,1,1
DS_A01: -498.2693,-16.63554,-512.914,59.79294,1,1
DS_A20: -215.2694,4.36445,-346.9141,57.79306,1,1
DS_S01r: -313.5196,4.954087,-347.0123,-77.83121,1,0
DS_B03: -117.2691,32.36448,-184.914,119.7932,1,1
DS_A15: -565.2691,199.3645,-619.9141,364.7934,2,1
DS_A23: -425.2691,197.3645,-497.9141,364.7934,2,1
DS_A09: -275.2691,199.3645,-342.9141,358.7934,2,1
DS_A19: -207.2691,306.3644,-198.9141,500.7934,2,1
DS_B04: -7.269178,201.3647,-48.91388,352.7934,2,1
DS_A08: 219.7308,199.3647,205.086,348.7934,2,1
DS_S04: 316.781,100.3673,278.9919,221.3306,2,0
DS_B07: 447.7309,202.3647,342.0859,343.7934,2,1
DS_A16: 21.73085,-2.635506,-43.91385,113.7933,1,1
DS_A07: 176.7308,-0.6354797,92.08594,111.7933,1,1
DS_A17: 444.7307,-1.635489,265.0859,107.7932,1,1
DS_A24: 531.7304,102.3645,463.0858,110.7933,1,1
DS_A11: 675.7309,107.3644,590.0859,109.7933,1,1
DS_C04: 674.7304,79.3644,796.0859,-46.20699,2,1
DS_A14: -14.26914,-145.6355,10.08602,-114.2068,2,1
DS_B01: 209.7308,-144.6355,170.0862,-111.2068,2,1
DS_A25: 432.7309,-147.6355,441.0859,-120.2069,2,1
DS_B08: 537.7309,-86.63544,613.0859,-113.2069,2,1
DS_C01: 802.7304,-41.63547,920.0859,-401.2066,2,1
DS_S02l: 899.4801,-74.04594,1082.989,-78.83121,2,0
DS_A21: 955.7297,59.36455,1100.088,-222.2069,2,1
DS_C03: 1098.729,-168.6355,1075.088,-371.2066,2,1
DS_B10: 1314.602,-75.63321,1266.486,-249.5143,2,1
DS_D01: 392.7307,-227.8988,419.6385,-365.7067,1,1
DS_A05: 7.730982,-208.6355,196.086,-373.2066,1,1
DS_D03: -369.2692,-229.6355,-244.9141,-364.2066,1,1
DS_A27: -622.2696,-127.6355,-622.9141,-263.2066,0,1
DS_C02: -770.2696,-13.63543,-752.9141,-230.2069,0,1
DS_D02: -916.2696,-175.6355,-888.9141,-371.2066,0,1
DS_A26: -616.2696,-4.63543,-610.9141,-124.2069,0,1
DS_B06: -471.2691,-68.63549,-482.9141,-214.2069,0,1
DS_A13: -323.2692,-123.6355,-354.9141,-206.2069,0,1
DS_A10: -178.2692,-122.6355,-225.914,-208.2069,0,1
DS_COAST01: 859.3191,224.1277,659.6596,337.6596,1,1
OffScreenDen_DS: -328.2692,208.3645,133.0862,501.7934,1,1
Connection: GATE_DS_SB,DS_D02,45,9,3,16,0,2
Connection: GATE_DS_SB,DS_S03,36,5,19,18,3,2
Connection: GATE_SU_DS,DS_B02,36,5,4,23,3,2
Connection: GATE_DS_GW,DS_B10,2,11,97,17,2,0
Connection: DS_B02,DS_A22,96,21,4,21,0,2
Connection: DS_A22,DS_A15,24,28,10,6,1,3
Connection: DS_A22,DS_A06,43,21,4,21,0,2
Connection: DS_A06,DS_A02,49,21,5,21,0,2
Connection: DS_A06,DS_A01,33,12,48,32,3,1
Connection: DS_A02,DS_B03,48,21,5,62,0,2
Connection: DS_A20,DS_S01r,7,18,29,18,2,0
Connection: DS_A20,DS_B03,33,3,17,14,3,3
Connection: DS_B03,DS_A16,48,60,5,32,0,1
Connection: DS_B03,DS_A14,36,5,11,32,3,1
Connection: DS_B03,DS_A10,26,8,43,31,3,1
Connection: DS_A15,DS_A23,44,19,2,20,0,2
Connection: DS_A23,DS_A09,45,29,4,30,0,2
Connection: DS_A09,DS_A19,34,35,11,4,1,3
Connection: DS_A19,DS_B04,50,15,9,28,0,1
Connection: DS_B04,DS_A08,104,14,5,16,0,2
Connection: DS_A08,DS_B07,41,34,4,31,0,2
Connection: DS_A08,DS_S04,45,6,15,23,3,2
Connection: DS_B07,DS_C04,104,31,2,113,0,2
Connection: DS_B07,DS_A24,90,5,31,32,3,1
Connection: DS_A16,DS_A07,41,24,4,25,3,2
Connection: DS_A07,DS_A17,31,3,16,3,3,3
Connection: DS_A17,DS_A24,33,32,4,2,1,3
Connection: DS_A24,DS_A11,45,15,4,13,0,2
Connection: DS_A11,DS_COAST01,43,30,7,3,1,3
Connection: DS_C04,DS_C01,45,17,13,57,0,3
Connection: DS_C04,DS_B08,2,11,45,45,2,0
Connection: DS_A14,DS_B01,48,32,13,29,0,1
Connection: DS_B01,DS_A25,96,23,4,25,0,2
Connection: DS_B01,DS_D01,53,2,64,18,3,1
Connection: DS_A25,DS_B08,43,3,16,5,3,3
Connection: DS_C01,DS_A21,49,101,4,24,0,2
Connection: DS_C01,DS_S02l,40,57,18,18,3,2
Connection: DS_C01,DS_D01,5,24,197,12,2,0
Connection: DS_C01,DS_C03,42,15,4,12,3,2
Connection: DS_C03,DS_B10,141,25,45,9,0,3
Connection: DS_D01,DS_A05,3,6,48,8,2,0
Connection: DS_A05,DS_D03,5,8,197,7,2,0
Connection: DS_D03,DS_A27,34,20,42,3,1,3
Connection: DS_A27,DS_C02,2,10,49,14,2,0
Connection: DS_C02,DS_A26,48,59,2,13,0,2
Connection: DS_C02,DS_D02,4,52,44,122,2,0
Connection: DS_A26,DS_B06,42,31,2,74,0,2
Connection: DS_B06,DS_A13,45,36,2,32,0,2
Connection: DS_A13,DS_A10,45,32,2,32,0,2
