GATE_DS_SB: -1138.887,-340.589,-1078.804,-373.3461,0,0
GATE_SU_DS: -1115.886,183.0264,-967.0858,353.5513,1,0
GATE_DS_GW: 1485.113,-68.58879,1466.197,-253.3463,2,0
GATE_DS_DC: 1468.408,295.8367,1104,442.7755,1,0
DS_S03: -1065.553,-422.109,-1031.409,-486.5459,0,0
DS_B02: -894.4656,89.13866,-903.7059,194.9854,1,1
DS_A22: -666.4656,86.13866,-675.7059,194.9854,1,1
DS_A06: -508.4651,85.13866,-544.7059,193.9854,1,1
DS_A02: -339.4651,86.13866,-390.7057,188.9854,1,1
DS_A01: -555.4653,-26.86133,-554.7057,43.98507,1,1
DS_A20: -272.4654,-5.861349,-388.7057,41.98519,1,1
DS_S01r: -370.7155,-5.271712,-388.8039,-93.63908,1,0
DS_B03: -174.465,22.13869,-226.7057,103.9853,1,1
DS_A15: -622.4653,189.1387,-661.7059,348.9856,2,1
DS_A23: -482.4651,187.1387,-539.7059,348.9856,2,1
DS_A09: -332.4651,189.1387,-384.7057,342.9856,2,1
DS_A19: -264.4651,296.1386,-240.7058,484.9856,2,1
DS_B04: -64.46517,191.1389,-90.70557,336.9856,2,1
DS_A08: 162.5349,189.1389,163.2943,332.9856,2,1
DS_S04: 259.5851,90.1415,237.2002,205.5228,2,0
DS_B07: 390.5349,192.1389,300.2943,327.9856,2,1
DS_A16: -35.46514,-12.8613,-85.70552,97.98538,1,1
DS_A07: 119.5348,-10.86128,50.29425,95.98538,1,1
DS_A17: 387.5347,-11.86129,223.2942,91.98528,1,1
DS_A24: 474.5345,92.1387,421.2942,94.98538,1,1
DS_A11: 618.5347,97.13863,548.2941,93.98538,1,1
DS_C04: 617.5344,69.1386,754.2941,-62.01486,2,1
DS_A14: -71.46513,-155.8613,-31.70566,-130.0147,2,1
DS_B01: 152.5349,-154.8613,128.2945,-127.0147,2,1
DS_A25: 375.5349,-157.8613,399.2943,-136.0148,2,1
DS_B08: 480.5349,-96.86124,571.2941,-129.0148,2,1
DS_C01: 745.5344,-51.86126,878.2941,-417.0144,2,1
DS_S02l: 842.2841,-84.27174,1041.197,-94.63908,2,0
DS_A21: 898.5336,49.13876,1058.296,-238.0147,2,1
DS_C03: 1041.533,-178.8613,1033.296,-387.0144,2,1
DS_B10: 1257.406,-85.85901,1224.694,-265.3222,2,1
DS_D01: 335.5347,-238.1246,377.8469,-381.5145,1,1
DS_A05: -49.46501,-218.8613,154.2943,-389.0144,1,1
DS_D03: -426.4651,-239.8613,-286.7057,-380.0144,1,1
DS_A27: -679.4656,-137.8613,-664.7059,-279.0144,0,1
DS_C02: -827.4656,-23.86122,-794.7059,-246.0147,0,1
DS_D02: -973.4656,-185.8613,-930.7059,-387.0144,0,1
DS_A26: -673.4656,-14.86123,-652.7059,-140.0148,0,1
DS_B06: -528.465,-78.86129,-524.7058,-230.0147,0,1
DS_A13: -380.4651,-133.8613,-396.7057,-222.0147,0,1
